ZIP	census_county_2010	census_state_2010	STATE	ChildrenHHCount	length_of_residence	children_ind	head_hh_age_code	GE_LATITUDE_2010	GE_LONGITUDE_2010
56665	330	03	SC	0	59	0	E	39.717380453476316	-118.87920853569292
43296	413	11	NE	1	33	0	E	34.27362549102068	-105.46722360254734
75210	529	40	CT	4	38	1	B	46.52897975670324	-90.533290303753
19185	200	25	AR	6	24	0	J	44.773372224382044	-98.9025590852689
58399	371	26	WY	8	58	1	J	46.07865677579305	-91.62933624693112
25899	290	05	HI	11	65	0	H	40.62635311825707	-80.54742818074052
94931	292	54	ME	3	55	1	I	37.805822234884836	-84.56727804538757
48685	082	01	NV	2	59	1	F	47.19449778246229	-117.87720732536094
25371	467	04	OR	9	53	1	B	40.88241284381506	-82.73240417357528
82597	275	13	WY	5	32	0	D	45.82694436265469	-104.35168928825807
51704	505	04	OK	1	48	0	J	44.82750952932143	-84.76861008083796
18054	068	50	AZ	2	56	0	K	30.44392237735045	-104.82010126864853
64510	133	07	UT	14	34	1	L	44.986480007158576	-96.83552489219602
14161	064	23	AZ	9	63	1	F	33.33940990054261	-110.13321209139141
82148	296	30	MD	14	66	0	G	33.47278102803353	-81.11125877622356
70008	373	14	GA	15	21	0	I	39.015204788540544	-79.02464287986366
33506	591	06	MD	12	10	0	D	41.042941849756716	-89.38436908159173
43351	216	42	IN	0	32	0	B	47.56917889776758	-88.7173711661003
69266	244	46	SC	5	22	0	A	37.65230274128485	-105.49694281333039
30177	311	02	VA	10	43	0	B	41.83025829598404	-115.7538717939918
80847	086	56	WA	9	30	0	K	46.557993831739466	-89.45986834664195
75994	462	21	NV	8	43	0	I	35.08300271270678	-110.57084082213544
89069	183	05	RI	9	28	1	M	29.413777454362524	-103.15445624640657
83605	312	38	IL	9	13	0	E	43.323802008741836	-119.97085348100516
76521	522	48	WY	14	43	1	M	44.19618309597774	-84.93815528431352
60525	008	42	AK	4	2	0	G	45.33896982018224	-95.29507556461377
95083	255	49	SD	8	14	1	A	32.44148623967997	-99.33864728154452
38636	316	30	NM	10	34	1	H	33.57474503746076	-100.20791074789852
48257	103	39	NY	12	24	1	A	46.52320114465351	-107.36758726316702
98294	243	44	RI	1	16	1	E	45.9180159957544	-93.43171571182904
41316	370	05	TN	4	3	0	K	37.99456838854297	-90.82711709549025
22730	480	59	FL	15	64	0	K	45.22464212103848	-85.79869847208778
51017	480	08	UT	0	15	0	F	47.52141514658037	-93.1487156274139
60307	274	17	NC	5	32	1	K	31.0299197436683	-85.72977409302169
50930	378	44	WA	6	26	1	H	44.304841385916404	-72.95365548241418
10067	349	33	RI	10	56	0	E	38.72132449679212	-96.5494246051948
45637	142	34	CA	14	29	1	D	38.403637091313115	-81.23533945701551
52731	079	34	AK	0	63	1	H	35.962311432154166	-113.33604961916691
69377	464	46	TX	4	19	1	A	39.80395400746609	-82.69772285546657
82335	096	25	NH	8	60	1	C	33.103700333510545	-105.06242494973661
76665	262	16	OH	2	51	1	L	33.21107109816329	-99.95651199427274
65761	214	01	WI	12	55	0	C	31.068179669995494	-90.90980276449588
92443	010	47	WY	4	16	0	K	40.7583675919329	-111.42810789490285
44189	156	35	MT	8	39	0	C	29.45928424414781	-83.03907108020002
29541	401	21	MS	3	67	0	K	48.05196185826118	-96.78199107452792
28341	449	14	IA	15	32	1	J	42.90174962935872	-118.13591288469713
64965	398	58	MI	12	22	0	E	44.76084234119058	-102.71055103454412
91990	060	20	KY	10	36	0	E	37.21985646628867	-101.73224031827019
77101	592	22	NE	8	31	1	E	40.43612222846037	-75.94368026211612
39401	469	25	CO	3	10	0	A	42.34615096319672	-121.78333932550564
68270	519	39	MO	4	55	1	K	26.470534621620615	-81.34664939519534
61162	463	08	NY	5	38	1	C	31.57989914647767	-83.86060400551929
76819	372	54	WY	4	13	0	I	41.369264675124256	-119.94836790201846
80368	042	45	VA	0	15	1	B	30.76052814659471	-82.32461094176603
82221	287	10	NH	2	1	1	C	35.96074447234156	-117.72550729344738
52442	238	12	IL	15	61	0	F	41.82173841818425	-105.62588926999967
35622	336	10	WI	13	15	0	C	34.633132792854575	-86.76785085542423
29867	592	16	AZ	11	19	1	M	40.634778629091386	-115.78855294684875
13666	490	27	IA	10	11	0	F	36.77003759185563	-96.88121050497749
85196	511	36	TN	12	57	1	I	35.22794164331633	-88.68559204808307
74231	112	24	ME	11	11	0	B	35.18312437910629	-118.97223867506828
73287	355	39	IN	4	15	1	G	40.604544004497036	-112.58235268182176
98641	118	40	MT	14	45	0	L	44.804698929378446	-71.93213117601906
73992	406	20	VA	0	57	0	E	41.79399715077247	-82.06552484294778
88647	344	05	NC	8	1	0	A	32.79649062547156	-103.030497144321
78920	561	19	NY	8	13	1	C	32.52504646139048	-85.35448734858056
39328	332	23	SD	15	67	0	A	47.201255278918396	-104.04556889332574
29369	130	36	MN	12	69	1	M	30.734814412692614	-82.45919141497373
67673	265	41	VT	11	43	0	C	30.512807722657648	-82.68241920745204
63626	058	37	RI	7	56	0	L	33.133846680770716	-102.05384499437329
56918	533	37	OK	12	42	0	E	42.591051562181036	-105.11496048300496
84331	548	39	ME	5	51	1	B	37.46136840637822	-114.1048620886945
32325	418	09	AK	11	11	1	H	45.9955376914273	-85.41840403212342
83405	479	35	ID	6	10	1	E	43.88368129093547	-74.58265789851302
26866	438	31	DE	1	46	0	G	32.80078783996206	-115.23809017105245
42114	196	04	OR	12	43	1	F	45.67581393383978	-68.89620126753647
39348	491	00	OR	14	13	1	H	31.05362150964016	-94.21156469313252
93093	007	00	MI	4	57	0	H	48.335488548237144	-93.26561119197542
85717	177	57	PA	7	56	1	I	40.641751298481104	-94.33080413631424
60438	049	48	LA	14	6	1	C	30.874443642565005	-91.98607978490537
69401	596	12	NY	2	66	1	H	35.32421767705355	-77.36357061863465
27491	544	12	NM	5	21	0	D	46.64734804050886	-95.41184806062688
61454	058	52	AZ	13	6	1	F	37.62381314684403	-103.6234195875435
39239	458	33	ME	15	15	1	I	39.668400928267296	-97.58264930026897
26651	592	10	NE	11	3	1	M	32.149798032949136	-91.88889537021672
35662	363	45	IN	7	34	0	F	34.61011697395266	-90.16456621116882
47366	283	31	IL	8	20	0	C	30.880436398771458	-100.99488678845883
45138	545	50	MT	6	11	1	D	41.656388544053044	-103.76297966703949
50502	099	12	VT	14	3	0	G	37.47598586959775	-80.65103732449367
76858	553	00	SD	4	60	0	M	46.94623840661153	-123.09460191456955
29972	501	34	VA	8	25	0	A	36.584603068734694	-102.45098513059501
68019	057	27	TX	1	60	0	A	32.75087110239457	-97.94451425460126
50490	493	39	LA	10	6	0	A	32.260304266040016	-85.1662574695633
99695	116	31	SD	9	57	1	B	43.64322340002748	-103.36477309040892
97250	237	14	PA	1	29	1	D	37.39242227537313	-79.45677089449964
30691	464	53	IA	12	39	1	J	47.42344176339617	-87.47660523075692
69888	441	09	MI	5	66	1	I	33.57029567966502	-88.66126267077144
63214	482	08	CT	2	0	0	J	42.08987962709462	-78.38495187357435
45761	574	38	SD	11	50	1	B	45.831870838362555	-69.7879613117755
31056	491	31	FL	4	50	1	C	43.0591755578316	-106.08928209864261
22568	185	16	HI	1	44	1	F	35.8415831954449	-91.01191846372322
97408	065	38	ME	15	42	1	A	46.25860756069423	-98.28033815238693
84738	301	31	TN	13	65	0	J	42.89020078988652	-76.8674741138617
85757	495	01	IA	0	30	1	A	30.974396630291103	-88.56359648906951
94232	510	32	NJ	13	58	0	K	43.472406386859035	-120.26750911905467
67821	430	19	PA	13	11	1	B	35.39556767976841	-79.9840505444429
66365	302	46	NV	3	64	0	H	36.31381874138829	-79.26107928206872
18820	526	05	AK	12	68	0	H	32.40563744067129	-108.09467160721326
85372	336	03	MO	5	7	1	H	33.64923614325443	-88.36897719865001
55368	072	04	DE	4	21	1	H	47.69500144795551	-104.79731683377227
75363	585	05	MO	15	42	1	E	29.539965400908546	-91.48871760071358
96981	475	48	MS	12	45	0	M	33.94587325877397	-111.62632968512479
55089	497	54	IA	13	69	0	I	43.949302971240826	-109.4215350884327
64047	200	21	WY	6	47	0	E	33.621468956222216	-112.71823133127627
49337	187	36	ND	0	13	0	A	35.08697373331636	-99.18416263226004
58436	525	18	MA	10	37	0	B	43.59844861055258	-73.00090385492737
72323	194	36	NH	4	52	1	M	33.787221863037246	-114.73215051229516
45518	338	22	MT	2	45	1	L	36.88010797957379	-83.81140879734576
95461	177	03	ME	3	34	0	K	40.91060037861006	-80.55174038463008
75129	154	03	ID	15	41	0	F	32.69399423085436	-103.05877616319782
21153	376	32	NV	8	5	0	A	38.22707646400423	-121.13781349962392
76143	339	40	NJ	5	2	1	B	42.16455417732617	-80.17641041150645
53300	231	29	MD	7	23	1	K	35.01376852780395	-90.11313969071402
29711	280	51	KS	13	8	0	B	38.14444160668572	-112.22641151301366
17291	192	18	AL	6	44	0	F	42.049931818237965	-122.53252574361385
98860	324	58	OR	4	19	1	A	33.62969860496618	-102.69103603024041
57481	041	33	ID	15	9	1	C	33.43594279975137	-82.95192155804634
12727	537	27	OK	11	70	1	D	35.1772075571699	-89.70122229881139
34134	196	22	AK	11	67	0	L	44.162563314446714	-89.6617922378419
89039	244	20	MD	2	25	0	C	42.636715526757115	-117.61592745098399
76199	124	37	MT	6	45	0	K	31.963655972802897	-89.66684798378982
99534	217	28	AZ	15	54	0	G	33.98398895101026	-92.1947948834388
37090	339	55	LA	5	11	0	E	42.12248094103606	-118.66702779029347
36509	587	45	DE	6	17	1	H	34.96807285486716	-116.53552646946217
41489	079	33	HI	15	13	1	D	31.139673029512807	-101.79494475443296
84896	051	25	DE	0	41	1	H	38.30989301754323	-98.77947072391626
88487	216	00	AL	15	1	0	K	44.27505051634897	-118.40893162045485
65389	479	13	IA	13	4	1	M	43.29584875750327	-94.46036312523216
85507	269	37	KS	4	41	1	J	41.74068681779121	-74.36479237181467
33694	010	50	RI	10	22	0	G	45.868232591694	-84.06603376344601
68209	192	36	CT	8	12	0	D	36.57128429700803	-93.97445261235974
82649	009	30	AZ	11	2	1	E	42.94989210909172	-70.78723350065358
42156	401	13	AR	10	57	1	L	29.738619079786353	-90.42734007777048
34927	507	15	TN	0	8	0	G	43.50992399369781	-112.95189051692891
64760	378	12	DE	9	10	1	C	38.51128839961106	-104.87683285988982
20432	539	00	MT	3	44	1	G	33.14175055498123	-86.13667979554339
65618	256	57	WI	4	31	0	I	36.26321562002861	-107.53690080707138
42558	356	03	AZ	8	13	0	E	47.95791824387601	-91.06883190786172
30944	462	14	AZ	1	67	1	G	43.146179765999854	-96.58354734589396
59560	405	26	MD	5	43	0	D	39.4471344439793	-120.42156045041197
50675	542	07	DC	11	41	1	F	46.54157755659846	-89.91944963108445
56369	045	17	UT	0	30	1	E	34.957368352105235	-79.96747596533976
31517	189	02	SC	8	57	0	F	39.80640835384611	-82.03643513906482
99666	176	51	IN	7	15	0	B	37.40759431840223	-116.86040040341948
35533	476	23	CA	11	20	1	M	40.79806191549408	-81.72671867768851
12537	416	30	RI	8	67	0	M	38.46532941338081	-116.87711386894928
90906	595	43	AR	13	7	0	I	39.59064472268243	-99.26436854534383
52029	381	55	WI	5	48	0	B	34.94898584812364	-113.64808977075343
12917	427	51	NV	0	3	1	M	43.43021551765746	-102.74963597657751
13827	426	37	MI	11	61	0	I	34.53392861359196	-107.02805258992447
97948	436	22	FL	2	62	1	F	35.338165636831505	-92.19151293464424
43100	118	28	RI	4	22	1	B	38.990202766961126	-113.30313645882484
14707	500	38	NC	12	70	0	A	31.547173917417975	-104.31093636360254
16425	303	28	NY	13	2	1	A	39.97535082764301	-85.46428455365596
84395	452	28	AR	1	22	1	L	28.946913568032734	-81.5538201078209
56304	393	53	DE	1	11	1	A	45.46123707539001	-100.2349442314667
36927	289	01	AR	15	61	1	K	38.29791794371418	-83.54396163597676
21898	543	18	IA	7	45	1	E	30.990749048810333	-86.79961623332514
70821	555	57	WA	13	44	1	D	48.45983341972808	-99.19826737940551
90272	554	09	WV	10	49	1	F	45.78297515130825	-87.27505603435185
45847	294	14	NJ	13	36	0	L	36.37137156270937	-88.12242994893444
39926	582	30	AL	7	48	1	K	39.363085327707566	-108.54155405227341
10214	483	32	ND	1	40	1	K	34.51949370802376	-99.15813889889414
80379	384	53	MT	8	34	1	J	44.311360281622555	-104.81147300693817
49513	306	05	FL	5	54	1	G	33.18355033054585	-108.74623382251539
11444	386	59	WI	14	8	1	M	45.825604944716765	-92.80671426237106
49018	038	44	KY	8	33	1	J	42.79274467256434	-122.95704091356798
82143	416	29	WA	12	10	0	K	33.783153046029454	-93.57108342205314
15487	298	07	ND	0	27	0	M	35.99795872572921	-102.16260320587733
94368	527	39	LA	1	67	0	H	41.71122765161446	-93.22571872487228
40581	095	41	CA	13	10	0	C	39.47261511264548	-106.83376450562939
73072	061	31	LA	9	48	1	G	33.54363094071609	-109.3247399057559
54682	071	16	WA	0	1	0	F	45.650218646925815	-99.80915762202946
65505	491	48	FL	7	51	0	F	30.715629460155252	-87.03368731960327
43553	079	39	MD	0	15	1	I	39.53335398557189	-81.61919037883962
50544	524	45	WI	13	65	0	B	47.8194066567217	-116.79013876962674
31009	163	12	SC	15	54	1	K	38.8598941724473	-91.32272494031982
85021	079	07	SD	6	5	0	F	43.45383919300588	-107.23187253666042
95031	252	45	NC	2	53	0	K	36.956630143904725	-117.3999790881905
83969	230	09	GA	3	17	0	K	42.97089437147282	-115.86977583706503
63645	527	50	NE	9	1	0	J	37.08484033799491	-107.62138646556195
16214	531	01	IL	9	3	0	I	34.027952073310495	-94.93834737528383
70969	596	24	MN	3	39	0	C	43.29299258783931	-102.46727115052494
63167	258	20	HI	6	41	1	C	45.919886322177376	-104.78695380548217
54805	325	00	DC	7	13	0	G	43.170413916746455	-92.92329611374575
33481	082	01	ME	0	10	0	K	39.427584515415475	-96.02689825762249
90954	399	39	MO	13	1	1	L	42.454188794513	-121.27081212980204
38143	099	29	PA	8	21	0	I	34.251828479727834	-114.81371631352368
80320	063	12	FL	5	70	0	B	33.806697065847565	-79.93298178806165
65061	170	39	GA	3	6	0	A	46.42410540478228	-114.37179508671531
36150	241	48	TN	5	11	0	L	43.9784930836566	-102.09414905511645
37717	569	00	CT	14	5	1	K	45.65879513814197	-70.16819474753427
12212	596	21	UT	4	21	0	C	38.5902260177865	-85.58813865168807
31002	485	12	ID	9	70	1	H	35.86483614623509	-85.01366076123108
16367	432	47	MN	14	33	0	K	37.1325778097719	-92.00112450232113
14781	197	19	GA	6	50	1	C	32.60829246661702	-98.99659666604316
93853	324	48	NH	0	37	1	K	35.53875489083885	-81.73741915806599
55544	512	43	AL	7	50	0	M	40.11888863380828	-115.94530867559585
50404	033	22	AK	4	5	1	K	31.77388776178905	-81.87134691259362
13731	061	27	AL	4	63	1	J	34.69201267761493	-93.19576661779557
91363	372	35	KY	8	43	1	E	35.1824291981967	-79.49666993545449
31799	425	05	MA	15	36	0	E	45.87363611170065	-108.65545007652328
67931	261	59	NY	0	4	0	D	33.883504662049816	-117.210948976514
27910	002	02	WY	13	64	0	M	44.38250037906505	-86.34838524090512
64059	323	24	DE	2	51	0	L	44.402671696328014	-102.72482074942846
20544	072	18	OR	14	29	1	B	37.5094150204842	-100.3159206903473
14361	352	09	NH	4	25	1	J	33.94610705513638	-100.77687987010458
23104	466	18	IL	5	0	0	D	47.63142729027478	-124.19779523593962
49061	452	57	CT	4	1	0	J	43.9464052276887	-97.48028656785839
36904	421	58	AZ	5	68	1	A	43.5527693930532	-87.6641898118425
89700	403	09	NE	15	53	1	M	36.99033367365209	-103.58565349824538
86499	401	02	CT	0	21	1	C	36.24387174943155	-102.69500902036098
20708	469	36	WI	12	26	1	H	32.94491577888972	-92.66670253608592
10006	591	18	WV	13	60	1	B	43.177413652559764	-124.05163255659862
27837	341	59	OR	5	14	0	G	31.34135266563558	-83.17503709577039
69809	215	21	TX	12	18	0	E	47.62093298036035	-104.12607620521523
65928	551	30	MO	1	64	1	A	39.725242453048736	-106.1446750769856
61222	272	14	TN	2	25	1	D	31.49306610300339	-86.94045642837685
97996	120	42	ID	12	52	1	C	33.82787809821514	-82.97283969517866
72924	109	21	NM	0	17	1	A	36.47016465127556	-119.39609421079936
78113	127	44	MI	12	31	0	M	44.02675806612396	-110.33281607460688
18594	553	47	HI	0	25	0	J	39.15579090452478	-103.7991070640131
28630	153	47	CA	7	69	0	C	35.34565056302007	-83.55618860367647
60305	099	10	WV	3	21	1	L	41.07080705112875	-112.20250911974945
65810	246	12	MT	8	56	1	F	30.920255056270413	-95.44321412355521
21664	362	55	AR	0	61	1	G	30.626894864914824	-103.17518441129594
75630	063	59	OK	1	34	1	F	39.31489578191591	-84.66358289104414
85090	174	56	ND	14	5	1	G	45.11117617907503	-86.25591126186008
80971	507	56	OR	2	11	0	H	33.53401981538583	-111.91918236952529
42260	363	48	SC	13	50	1	A	32.481888958836876	-101.67513384211291
80822	267	50	NJ	2	43	0	I	45.90095482218558	-103.32489911310434
48002	303	31	TX	3	46	1	M	34.10966174482923	-87.40572854083342
35562	574	04	VA	2	35	0	G	44.95186903040813	-112.8350958339447
89118	164	39	IL	10	66	0	E	33.7870747143083	-115.4105842208343
83942	580	05	AK	4	12	1	M	44.180833621131555	-114.20285108859633
75517	163	01	DE	7	20	1	B	45.581977841936634	-101.89494925631426
50308	086	27	MA	11	20	0	M	41.6461708261567	-91.39947009257762
20995	314	45	KY	12	38	1	K	41.05464920292802	-104.6479697518595
20480	404	36	MI	15	63	0	F	34.85275019619618	-112.07818290456349
56530	365	04	WA	14	8	0	C	41.517104715722276	-76.31049415913107
77195	124	39	KY	12	21	0	G	44.87699754319621	-118.65891080934527
26819	173	25	ID	11	62	1	C	41.84958594040117	-90.08441816761052
49218	105	27	OK	9	45	1	A	31.992162945501775	-86.54676905902235
69101	452	59	WV	14	35	1	C	47.773141452940095	-112.92904436050124
83050	265	44	KY	6	54	0	E	43.293377721287	-70.62078859827221
85225	576	40	KY	9	59	1	A	42.5746861275298	-89.05941802119267
63487	322	05	KS	10	67	0	A	42.750832220516344	-109.01793905857336
63149	352	08	CT	15	58	1	D	34.67279733594485	-78.17981076154133
86117	091	36	AL	1	51	0	F	44.021398618940786	-72.15530118699286
75993	596	32	WA	9	67	0	F	48.71617445883252	-115.27230492077172
65470	095	04	WI	4	16	0	H	39.58273899065715	-120.10004489060653
37272	556	14	VA	8	24	0	C	44.60325341138048	-83.47271850713202
27754	273	39	PA	6	36	0	C	47.201739583387265	-118.60260040623399
13908	575	17	GA	2	49	1	D	38.38579669590996	-88.35830067783708
98385	205	07	NC	10	56	0	F	48.508804692847654	-110.99998865676493
35936	487	02	AL	10	56	0	J	35.818998029321406	-92.21736390619228
26049	283	00	RI	13	11	0	G	40.65235216154581	-90.57150566787502
59392	403	32	RI	4	56	1	D	39.811434606484625	-96.2495285015617
37806	081	46	ND	0	5	1	M	34.85691521606348	-76.90028638142269
45658	454	04	AK	1	25	0	E	33.82165798729843	-111.68181694540371
63229	134	41	SD	2	40	0	K	31.72387029641135	-89.23345963250532
69725	170	19	TN	0	63	1	E	37.290443396332336	-79.15303835359974
98582	348	26	KS	10	4	0	I	46.06839425110084	-85.6782215174573
49440	548	51	NM	10	6	1	B	38.324680811330154	-115.16290121483627
46848	001	07	AR	8	26	1	C	48.43938024706131	-114.13293374418748
41174	588	41	AZ	3	33	0	F	43.82724776920364	-97.3799430547985
91257	138	08	ME	2	37	1	M	30.796262435041164	-97.58524270513007
47568	380	45	SC	11	32	0	F	40.229412550724085	-104.63378373187419
38616	027	50	ME	4	62	0	D	37.261279394654146	-92.70744217283054
32239	039	08	LA	3	31	1	A	38.774709131661815	-97.82729049167317
59681	050	49	IL	10	52	1	C	45.01095548028364	-88.05105920197005
88365	295	25	SC	1	9	1	E	42.34785213937543	-118.66218481640412
85307	037	35	NV	15	24	0	G	39.31264218073531	-86.90036385215848
95294	276	07	AR	9	59	0	B	34.72884812409313	-103.95148504328847
84619	376	34	MO	10	67	0	A	36.940270476250134	-90.31467415536432
47472	557	08	CA	5	67	0	G	31.51211917045515	-84.1517987163393
70841	542	48	IL	7	40	0	K	33.14734171827505	-86.66338629697256
87021	168	40	VA	4	47	1	C	37.79972698471912	-84.15220833666751
41286	097	04	KS	14	25	0	I	35.21964671992081	-116.9059575853144
80028	457	26	UT	1	55	1	K	42.611759617811394	-94.38490079829258
55236	023	56	MT	1	61	1	B	41.96044770246971	-85.4920581262811
92087	465	58	LA	5	21	1	L	40.9643319765276	-119.97192991460469
46374	122	10	ME	2	68	1	D	38.86853180684382	-120.92331133702439
92344	041	59	VT	15	49	1	H	40.0799884207502	-92.17301888320992
65073	149	40	RI	12	47	0	F	43.45665682090862	-121.01494774152214
21868	245	42	AL	0	69	0	F	30.565669772386194	-93.57004508070582
78371	233	11	MS	3	9	1	M	43.6457215771279	-70.53726382105336
68627	351	11	ID	1	17	1	M	35.43372895215152	-101.4455318147767
14981	276	16	FL	1	6	0	L	40.41643810048187	-114.74753251052371
65513	307	43	TX	15	40	1	H	44.950359996885794	-112.26275543696877
61372	044	49	KY	7	31	1	K	37.651858903088986	-76.34084747389244
66420	124	15	TN	15	43	1	A	39.73461701375416	-106.91012808488168
59757	070	51	HI	11	43	0	D	37.504539616576324	-98.99376253514782
68331	027	21	AZ	13	2	1	J	42.52533396006032	-76.14077747951794
74682	318	00	CT	14	68	1	D	31.612633373560275	-86.24530248021179
95628	540	59	RI	12	34	0	D	39.09784125294191	-121.97016440151191
52122	490	46	NY	14	40	1	K	43.81272054047769	-92.63571368103001
30644	482	05	MA	15	23	0	C	48.1924788007931	-99.6130110820462
94557	552	56	MO	7	9	1	M	47.19301568238765	-98.46835956600067
16592	492	47	VT	10	27	0	H	48.55748888259745	-118.07731127366286
17129	123	54	WY	14	46	1	D	30.431934271374352	-92.79263725059346
30795	181	55	HI	11	23	1	H	37.653703399554274	-82.85499831441525
89954	047	06	IN	11	37	0	J	32.51834043293508	-108.27058882671068
30973	326	03	IN	0	56	0	A	29.198646942618335	-103.57038910451328
86620	091	45	NC	3	18	1	D	41.14122829909131	-92.9712969829618
41269	598	09	CO	2	0	0	L	43.050210458627404	-91.47247815511719
16133	133	45	SD	6	18	0	J	30.35488678964849	-97.97321578410464
