ZIP	census_county_2010	census_state_2010	STATE	ChildrenHHCount	length_of_residence	children_ind	head_hh_age_code	GE_LATITUDE_2010	GE_LONGITUDE_2010
55715	403	59	HI	5	2	1	K	48.88754371940215	-104.9458055467863
85249	247	11	ND	0	12	1	L	38.274114374989445	-99.96165915841266
29903	372	59	WA	1	31	1	M	36.81139322016548	-118.2929385762196
51109	303	13	AR	3	26	0	A	44.35790853793926	-71.26752615301282
83931	095	27	WV	14	15	0	A	36.79468151783739	-104.46195108779618
39597	100	02	NE	13	52	1	B	41.30016844263576	-120.52176091020901
34214	023	01	KY	3	1	0	H	43.76227372007632	-111.25014954074861
81396	273	35	FL	0	51	0	C	45.90432575558342	-117.10492128683461
79728	400	40	DC	13	66	1	E	27.58348707608813	-99.28425197217997
37000	412	48	MA	9	37	1	B	41.61225768764177	-115.95563440043165
28883	081	31	OH	11	19	0	H	38.52878170554267	-78.62680880897467
12208	062	04	OK	1	16	1	D	32.882467484212256	-97.28494724741662
19898	417	28	CA	8	56	0	D	33.7969854974179	-89.39670655573715
41086	236	45	NE	13	0	0	J	31.562265654411135	-83.02097399574285
44892	156	18	IA	13	70	0	B	31.148807332832856	-88.68416220631455
58696	358	36	WA	11	33	0	B	34.5738781162229	-117.94664788832068
68045	373	31	VA	4	64	1	H	37.65115505407759	-111.98934097673282
50886	527	44	WY	0	38	0	E	35.895568992370514	-97.49726373244135
39162	383	56	GA	1	8	1	J	37.825330222937914	-90.49670850864342
15764	519	02	CT	10	39	1	E	37.925417124246096	-76.31509497533817
36895	536	58	MI	4	69	0	K	47.20395092287902	-111.54173568264544
80613	093	07	NM	8	4	1	I	36.462176616200736	-94.34936443643933
86338	128	28	AZ	15	8	0	E	36.28798680025537	-116.76441108911486
52288	197	08	AZ	7	24	1	I	40.67803305450327	-120.85112745016764
56772	481	29	MI	15	12	0	C	32.914130301693774	-94.83711153784648
53587	289	03	RI	6	14	1	G	31.766523763878006	-110.43265636478193
36905	563	38	NC	2	65	0	H	47.63016455599292	-110.02711069274633
87161	377	07	MT	10	25	0	G	33.476348477497154	-85.80298372891625
95605	149	28	DC	13	45	0	F	36.183879576660814	-112.85386387139906
75709	223	10	OH	9	36	0	M	47.753852936859886	-112.45202571727567
47246	483	28	KS	6	13	0	J	39.48914166837238	-108.56792036697138
20569	183	49	GA	9	22	1	H	40.20906860068857	-92.49972345759045
13782	550	24	NM	6	10	1	H	45.84554066127308	-115.69953517952966
54481	436	51	PA	5	65	0	H	35.359335000656124	-94.19891275101189
31576	161	39	ND	15	20	0	K	42.71232623706969	-116.37731223024021
67852	438	07	DC	6	34	1	J	41.32085580542651	-109.45546532168353
22076	277	54	MD	13	66	1	M	45.684935325186686	-90.75791656556771
82593	423	35	HI	4	8	1	K	39.59590339382602	-80.58313238958378
96904	184	47	LA	13	59	1	G	39.45778891882613	-109.72885316922505
37846	323	22	AL	5	60	0	A	40.69690976405442	-105.7725707621971
27975	175	17	ND	2	53	0	K	32.89674845184243	-87.16037694968134
47231	266	47	MS	0	67	0	A	43.22154318401295	-92.39152038344261
88201	190	41	SD	10	32	1	H	42.167709179001946	-80.27387018017212
85783	506	35	IA	9	69	0	D	40.011009094052206	-120.00484122260038
17397	000	05	MA	4	51	1	M	44.85602702569612	-71.3019173423315
72781	379	24	KS	10	37	1	D	33.24070588378101	-81.80992385774866
86378	461	36	WA	14	41	0	I	33.80304161181131	-84.26783095575041
23915	088	12	IA	12	28	1	B	47.845649638097925	-102.12933970176547
28807	507	17	CT	10	12	1	K	34.542353139146435	-92.38350736468757
36510	015	42	MT	10	40	0	J	45.9369110464775	-101.94792279139074
96605	439	42	SD	1	15	1	M	36.17900268641235	-75.94127342054003
64697	228	11	MI	10	17	0	I	35.59818419736643	-120.79459218483488
16899	247	44	FL	5	69	1	B	40.69334338448516	-116.37504570321319
69678	065	09	NV	14	45	0	K	40.994090326714016	-122.7135501868403
64860	296	25	UT	9	16	0	J	46.34777539107844	-101.11629080549596
53674	256	13	MA	14	6	1	J	43.88916884188405	-88.22747745531609
15181	325	14	ND	6	69	0	L	38.45082601201577	-82.49094292777198
29155	179	50	KS	10	15	1	C	39.91377363790873	-91.23541404565732
47038	168	26	TN	10	3	1	H	42.302290550894014	-118.95641396888924
54949	094	01	AZ	4	59	1	M	41.41310613139254	-106.54859914000869
32350	062	29	SC	5	15	1	K	28.72112968722006	-98.24315369846836
14502	482	38	WY	14	50	0	H	47.97894358820913	-94.7967886341879
73966	477	03	FL	4	8	0	D	48.15593901496699	-103.146759746587
65049	333	09	KS	1	9	1	C	41.936599167745086	-105.90757657572368
35697	245	15	NC	3	46	1	K	31.895847753109287	-98.87691984773082
93575	281	58	MI	4	2	0	C	38.37258490218351	-115.65933385009632
33579	295	55	ID	2	31	1	K	39.65153166172145	-100.4546060904564
41903	234	38	OR	4	51	0	A	36.99637939002831	-84.84891919596512
51263	337	27	DC	3	29	0	B	32.49710974221939	-93.7799837901093
34007	368	59	IA	8	58	1	B	43.26148615986737	-116.48597163716317
71382	423	49	MN	8	21	1	K	47.48173136588363	-92.6576672767759
53509	336	30	UT	15	56	1	L	37.67115690125106	-97.6247408955453
63185	325	55	HI	1	69	0	E	38.65951103700314	-106.4660678289908
75296	389	21	RI	10	22	1	F	48.21886211490825	-121.53059311911015
45994	488	57	WY	7	60	0	C	47.76363067771943	-116.45528901120603
74635	120	19	OR	2	4	1	G	34.19522253077875	-99.12282956940378
69019	437	47	IN	1	61	1	M	33.741353566017736	-106.05432804608559
59940	423	32	CO	1	60	0	K	44.90240977567109	-83.45537942658129
89300	040	58	WI	6	70	1	I	42.64252648778455	-96.94618270908842
24746	162	51	AK	1	55	1	F	46.01311885286799	-113.39209655553813
12270	447	54	NH	0	16	1	A	32.436344639156594	-82.79399152052966
89081	149	41	NH	7	0	0	A	38.058050010447175	-107.90677228691963
12893	087	20	MA	2	9	1	M	30.611034404140163	-84.76737197952323
80776	343	59	NV	12	26	0	D	42.7259399814545	-75.21555506576149
89492	341	22	LA	3	58	1	C	44.38416322945686	-89.84328593532788
65043	279	49	TN	1	2	1	K	35.13839408603152	-119.06677047037205
76945	147	22	SC	1	7	0	F	32.53738705771877	-95.61938451992597
52391	399	23	VA	15	55	0	G	31.00372864209539	-102.96030821007399
38345	228	15	LA	0	6	1	H	39.54371229960367	-107.56147773989228
29036	354	40	UT	6	28	0	K	38.19183998704145	-95.77293473532848
58579	431	28	OK	0	66	0	B	45.429156874696695	-93.36515328734608
95051	185	13	OH	4	23	1	J	42.74354043802627	-120.11352080488463
88314	336	12	MO	12	36	0	G	39.19377159966888	-104.85207970851397
39000	195	22	MO	11	11	1	K	34.829409262368145	-91.99680625862166
49474	406	58	OR	2	19	0	A	40.57727679178393	-78.21168478265841
11188	131	58	MO	14	53	0	E	47.171348622780286	-112.93127608125636
92498	393	48	FL	2	44	0	M	41.03504667391134	-109.85674840115348
60833	395	37	OH	14	46	0	H	45.98782147185469	-95.34965690085366
36802	136	44	FL	7	59	0	M	44.89362198603847	-73.04581271291823
48430	045	00	SD	11	1	0	E	36.9939240210551	-112.56826869227851
88365	439	40	UT	4	63	0	K	38.57534660873367	-75.61366462141356
45240	304	37	MS	0	45	1	M	29.813566129809285	-101.27101884029517
77663	054	54	MT	7	57	0	C	41.60029047124864	-105.75352690594285
34274	506	27	KS	7	5	1	A	46.77072257099538	-92.86304605991563
54188	036	19	WA	3	23	0	M	46.62314649415392	-68.87449749275795
84345	429	17	CT	2	25	1	G	39.989543740226814	-96.76711899129542
34115	128	51	TX	4	19	0	M	27.95998996131155	-98.2610885879459
90286	366	34	NJ	15	53	1	B	34.926901343087636	-76.34562995175602
14919	022	08	MA	1	47	0	K	39.69446914123453	-80.527183992517
34870	095	21	DE	15	47	0	C	37.142931723130225	-109.36491470498075
83622	427	20	GA	5	20	0	C	37.79626841990464	-110.69041411020487
57903	179	25	NH	13	66	0	I	47.421278841679595	-69.18336765263396
58844	502	18	SD	1	57	0	B	36.140700183916536	-111.97754242151291
61540	190	38	ME	7	4	1	J	37.18573878970476	-116.05297376907872
73632	068	55	AL	11	70	1	G	45.80807851946021	-103.88403862516633
20390	217	44	KY	9	12	1	M	41.27174030491395	-100.00561031156217
99930	431	56	VA	5	32	1	L	33.33091262777325	-111.33189478353488
77521	322	15	NV	15	20	0	C	31.837674038910322	-86.76314371696789
95914	234	58	LA	13	23	0	E	41.421434236049954	-75.66995661127024
45428	543	53	NY	13	44	0	K	36.7255593655472	-89.55958588297274
87647	346	06	WA	1	38	1	L	37.1347250939513	-98.90333008119805
38894	152	15	IN	10	39	1	C	42.74368828782578	-86.25525803968895
99485	114	02	AR	8	67	0	J	43.100067334019094	-75.81515999840083
48051	339	02	ID	9	30	0	L	45.86291378472977	-99.06688982935471
68770	528	44	ID	2	50	1	D	34.36831816355866	-78.93860430596936
50192	033	21	AR	14	23	0	G	48.722796200176916	-117.36131483986655
93631	016	49	WV	2	43	0	K	33.641020519847	-114.28156527313439
48366	457	39	DE	0	54	1	K	46.2811993568785	-114.19680573757861
17559	338	49	VA	2	57	1	H	34.52910547330727	-114.72814383839852
35505	018	03	TX	2	57	0	L	45.99423718580175	-120.1045725746499
57576	086	34	PA	10	32	0	L	33.34407199079417	-111.33302146773931
30849	342	43	AL	5	35	1	G	38.748959450557386	-119.23424651431024
11148	573	21	AK	15	50	0	D	44.657434180224	-88.20129406809733
62635	127	18	NM	6	57	1	E	39.07204886539417	-105.18325873863239
37773	572	33	SC	15	24	1	D	43.81424197346248	-96.89217452060416
17013	498	31	CO	2	6	0	F	42.361965783022505	-89.49096260605106
86914	020	38	RI	3	49	0	C	39.964324735361835	-123.8920587381429
36600	002	44	OK	0	51	0	M	36.26098424984607	-92.56942411778296
22315	102	05	PA	2	37	1	E	34.287965944248086	-108.39880062003805
24507	094	57	NC	4	53	1	A	35.52051019939647	-102.70098642748418
79913	290	11	UT	8	54	0	H	45.09004205183525	-101.40927394402487
12392	010	12	NM	12	1	1	C	48.49993497340378	-101.56272117538253
21443	041	51	VA	3	0	1	M	37.97939076870511	-87.06740559028924
70306	371	41	RI	15	16	1	I	39.62770942670468	-94.50037305011325
61519	263	18	MO	3	14	1	H	36.61991646166264	-96.33316493488577
45743	326	01	IA	4	28	1	A	43.61944709791902	-111.8721446128558
38878	425	45	MI	15	53	1	I	36.407015491218345	-88.76550625147812
91661	506	55	MI	4	28	1	I	43.20116418241052	-84.70010501453008
59718	580	53	AK	7	52	1	J	40.714778245717184	-98.25682910012625
49797	199	00	OH	1	53	1	I	44.68129033830195	-110.8438277912092
41667	488	43	NC	12	31	1	D	32.33713007562615	-93.90285872596854
77986	443	13	DE	3	49	1	A	40.33820363857442	-82.76875869884377
46583	313	04	DE	6	59	0	A	33.9697806343956	-90.17970602951202
52618	222	22	WA	12	65	1	M	44.91110919674749	-95.95663107881228
84855	123	33	LA	0	12	0	B	46.31279697964521	-96.7284483317759
33063	146	35	ND	14	46	1	E	39.5337807663866	-80.88908640671359
60325	274	05	AZ	7	58	0	C	45.772246230712426	-91.86503512181163
75781	572	08	OK	3	30	1	K	36.33510809530404	-114.81392733169527
37802	372	07	IA	12	32	1	B	35.17547596266563	-100.59785619875022
64577	324	49	VT	2	32	0	E	40.38222769673739	-83.56875218485465
56043	485	52	UT	2	60	0	F	37.2037027108414	-82.00027791707328
39618	181	06	NY	5	5	0	K	45.09257948037459	-92.05082371664466
44219	345	55	AR	15	7	0	C	43.77744955145552	-120.33673831565399
61723	497	30	TX	0	19	0	C	39.38349185251524	-79.81019146409676
39769	377	20	NY	6	68	1	F	43.98076459602351	-69.96209948835941
46398	397	00	IA	12	2	0	K	41.563897496721495	-114.97908109969286
59860	383	36	SC	13	31	1	G	39.193616056508176	-82.19982859529611
42478	028	30	NE	15	0	0	M	39.53176744998957	-84.2138971257938
86255	350	36	NJ	12	55	0	M	46.56029120200546	-105.64934047761422
14827	229	28	MS	4	67	1	I	40.996886711553636	-102.23552324451559
93845	494	37	AR	1	56	0	B	48.88728752579694	-115.32720812162309
18790	325	43	NC	3	21	0	C	41.72945479379493	-99.22571753895012
82429	525	15	TN	0	43	0	A	45.46485605220539	-100.0483485664932
69912	381	00	CT	13	16	0	F	47.66500080852545	-96.0145437929122
68673	183	32	IA	8	62	1	G	46.135793156494586	-103.59253557319423
12335	229	05	GA	8	61	1	F	34.424364516171586	-106.37860748194099
74496	246	06	OK	9	68	1	A	39.59239485918532	-89.90607329876632
72546	323	14	CO	11	16	0	B	39.3987570140248	-101.84757633607597
69382	005	39	IN	11	68	1	L	37.580328384621446	-92.19323372993834
40637	054	40	IN	7	59	1	F	41.88646788623517	-100.26007744303084
73921	328	03	CT	5	31	0	F	42.85866645632003	-118.5742471337436
54690	476	56	TN	10	60	1	B	42.00513096247431	-111.76560878630247
25916	281	48	ND	3	15	0	C	47.323682620350624	-122.9433873231166
38248	542	12	NC	0	48	1	J	48.01455195848544	-111.32378254098637
53085	277	41	PA	4	69	0	M	34.49865722131639	-102.47627384482956
74346	068	39	OH	7	27	0	M	48.17913504451343	-97.2077337008795
95373	236	51	HI	12	59	0	D	37.03058639250795	-87.98215028226375
67033	325	48	IA	1	20	0	B	41.52905033918361	-94.74936024374706
29068	329	25	NC	10	49	0	D	38.90812766581118	-116.61998536305339
92351	133	31	AR	11	36	0	H	44.01944343433358	-120.01800470408477
82853	382	14	UT	6	47	0	L	32.414952715260306	-93.4585829989233
20153	567	31	WV	13	70	1	H	48.49757162621006	-108.84078337911849
90230	064	26	NV	8	6	1	M	48.31771926522643	-103.99796601432668
64069	491	20	NE	6	57	1	K	35.66591772402884	-107.01251135822929
62863	308	14	RI	9	64	0	E	36.89481191197179	-87.56496536227809
53037	159	48	IN	6	7	1	B	35.54251871798036	-79.3497507737329
38694	230	17	OH	11	9	1	D	40.66532418415449	-95.6184493871498
10977	389	04	ME	3	37	0	D	33.80857474171416	-99.73426878703128
42383	392	04	PA	14	3	1	G	45.03634745623387	-123.66086685212898
58107	313	30	DC	13	19	0	C	43.75258352722254	-115.57855010815564
40262	009	35	FL	12	39	0	L	38.21575701443617	-77.18530706969213
91725	470	17	AL	5	20	0	H	48.79939581680708	-114.37590459441091
59138	040	15	DE	6	49	0	L	38.380170950953584	-120.33136226565432
18416	231	48	IL	0	43	1	L	33.03929544966406	-79.47000382817971
71220	303	24	ME	10	23	1	M	37.55904604517865	-92.66442841488788
59355	374	03	CO	6	53	1	L	43.65012126193483	-71.38562855273908
13521	435	10	MD	8	61	0	C	34.132174346887	-88.6742287417012
72788	395	42	MN	0	46	1	E	43.62060896242545	-123.67122942232022
12675	028	02	AR	9	5	0	F	40.27763811171025	-99.62808054313447
11315	179	46	KS	3	27	0	M	32.57809883646631	-94.08790947544861
90173	037	17	NH	5	50	1	L	39.41797165210629	-96.01017309205115
94751	348	08	OH	1	48	0	M	29.09833740355039	-82.68045268389561
32421	135	26	OK	10	68	1	L	38.42804210109106	-97.49506970483424
80676	243	28	LA	4	11	0	A	38.237210599515045	-101.35991749535164
29516	525	32	PA	1	2	0	M	41.49194609190839	-79.66952607917204
48106	244	56	DC	3	54	0	A	38.29433565995166	-116.03435212742045
31228	489	25	OH	3	13	1	E	44.98349645815168	-95.61639985728445
47668	585	24	NV	13	25	0	G	35.71779454812723	-107.41624196607205
28443	555	08	NY	6	8	1	M	28.828188871435838	-97.69042703240461
92899	419	25	CO	14	38	1	M	35.58139492493049	-75.87734875789431
47507	565	46	CO	0	18	1	M	29.575827009802943	-92.56666604194473
75672	486	01	SC	7	34	0	C	32.39878698203334	-98.95773283909105
95690	359	07	CT	4	18	0	G	41.567063985184916	-104.6960474968449
90028	538	41	MS	7	34	0	D	38.43215655461517	-79.49956065376549
75297	401	34	NY	15	20	0	K	42.505044580921826	-105.96202895679932
42876	108	04	ND	5	70	1	H	29.052780112471137	-96.62596250465371
53741	462	59	SC	7	1	0	G	34.54941098021015	-85.15890499475458
89973	266	09	IA	6	27	1	H	36.55212174613342	-96.11669563865178
20499	241	30	FL	3	22	0	H	41.101009099852966	-81.69833559544948
59793	262	17	LA	1	12	1	B	39.09004371558476	-101.35168945362668
38897	249	04	WV	7	63	1	G	31.91272052832238	-90.93796850066525
87556	093	49	DE	8	32	1	L	48.65659102736047	-95.53973969997419
70370	217	01	CT	2	68	1	D	41.81009933218245	-107.89359783848161
46047	200	53	WV	2	65	0	F	41.13840234266057	-115.60500526066863
91062	112	44	WA	1	27	1	J	29.752230737785982	-91.05075334529539
30630	075	57	IL	8	15	1	D	36.28334293244045	-78.70964304875395
49506	403	22	RI	14	3	1	A	32.81486345328058	-116.88089957774996
54782	266	00	KS	7	32	1	L	48.25604081722224	-102.49565904326639
63036	057	29	WV	14	65	0	M	29.563384689101852	-97.2762913600842
35749	309	26	WV	3	56	0	I	45.199513399347126	-113.82428648927005
47928	048	32	NH	15	11	0	B	39.540880075770716	-111.79060056903464
51990	412	54	ND	13	18	0	L	30.086376625595424	-104.29725421133273
52126	094	29	NE	12	19	1	D	47.35129609156621	-90.94081541897319
15978	102	03	CA	9	6	0	I	43.16731347833463	-117.44138689339904
29595	217	50	RI	8	53	1	F	38.586865873455494	-108.25932396681358
86307	220	36	CA	3	44	1	C	47.18965357808661	-110.51918062396474
52749	124	45	IL	3	67	1	L	34.28681976698391	-87.72977060245063
31068	015	48	HI	7	2	1	C	44.83500381716759	-116.83029128586713
73291	024	08	MS	2	7	0	M	33.4162330398881	-94.64991150970373
49781	167	13	AK	13	6	0	I	43.79959052155995	-74.50420785446204
81166	077	49	DE	2	58	1	K	46.15175466557027	-88.33374646140578
46457	563	22	KY	12	7	0	K	30.265721277778464	-91.02070467513477
13537	076	46	NY	5	3	1	G	38.31976667611777	-116.35741860761708
64807	296	40	NV	13	40	1	E	41.65761742106733	-85.25034948872715
30876	211	13	ID	3	42	0	B	34.27024412851918	-89.94567093605961
48762	434	53	TX	0	2	1	M	44.822385764238234	-73.29627072738857
90318	204	57	NC	15	41	1	M	43.04824261366763	-108.09575973687333
30338	195	35	WA	3	64	0	J	41.844039209731186	-76.14561292737238
81183	172	23	MD	5	2	0	M	39.01349214753364	-122.95907436579088
86197	137	06	MA	11	26	0	K	41.276030362203535	-112.113027712536
65601	479	33	AZ	8	61	0	F	47.43578161664077	-102.36397816055356
11616	357	05	NH	9	57	1	K	41.03283289428606	-83.35266026562456
78693	438	48	MA	9	32	1	E	32.51721554355167	-99.27505306112556
77366	197	11	MT	9	62	0	M	29.233345770163833	-95.68983554622923
87015	500	30	MO	4	60	0	E	43.51525908324362	-102.99126384600005
97893	188	15	IL	9	4	0	M	32.71694772720898	-96.9637760965476
16748	443	17	RI	5	34	0	H	44.254719418115656	-91.95459648565273
99111	465	22	AK	12	69	1	H	40.04973130996025	-114.14790715135753
92112	283	26	AZ	11	0	1	A	32.95320632850736	-117.01928375016561
61704	298	50	AZ	8	60	0	E	42.29994290691981	-119.02064515628308
82406	187	17	FL	0	41	0	D	38.788458915937376	-77.62911641696114
99085	119	05	MO	3	63	0	J	46.31018922316484	-86.40732708058746
16777	458	00	WA	10	35	0	H	26.839405971313393	-80.48911867121925
61210	021	00	DE	2	36	0	H	37.94652054950862	-79.59244533025424
76443	043	47	IN	13	18	0	J	36.49050266528829	-80.83470888558435
93543	070	47	MA	15	38	0	H	41.473255757523134	-94.12940494664146
17699	374	46	WI	2	51	1	L	44.29359087548842	-108.69358832415287
63296	175	31	NE	2	11	0	E	45.13702855293782	-103.12952111633342
91948	454	26	UT	0	38	1	G	40.072513058307436	-107.7413279226936
73801	391	18	MI	4	34	0	L	32.441277750704174	-106.16507530459083
43347	071	42	AZ	0	61	0	K	47.73843765559922	-119.243707013018
94172	143	41	IL	12	25	1	B	33.82476812207548	-101.16566093897427
43638	438	33	TN	14	65	1	F	40.43601530771032	-110.75954574900481
66718	322	43	ND	3	6	0	A	38.31942307737775	-88.15738614018906
96922	084	40	OK	11	10	1	M	40.70908113627388	-97.33622357885882
78677	146	08	IN	2	18	0	K	35.870900068833734	-91.10142347102817
60157	545	51	ME	12	65	0	F	38.12909497506472	-109.52009415848187
72155	516	18	HI	6	49	1	G	30.58682842302582	-96.91513544783128
12873	336	42	IN	10	30	0	E	31.16452510690086	-98.19906516882747
80222	183	20	MI	13	68	0	I	40.524201246622994	-89.97932392822352
86300	200	54	GA	3	51	1	L	39.71796998258787	-109.46487497662878
10668	364	23	WV	11	21	1	C	47.4076755570345	-100.0195708297932
43433	123	03	IN	9	11	0	D	48.86344752071656	-100.81368300079396
76668	431	03	MT	14	47	1	H	38.49307639602838	-88.76731102929693
29826	138	18	NY	15	42	0	G	35.093503986092095	-107.34336665572866
95212	292	22	CT	9	66	0	L	36.01574600943481	-106.57724733733913
56883	239	58	MT	15	33	1	K	31.618041344305194	-96.80155849549921
68987	226	34	MS	10	59	0	C	48.2033452333328	-119.22670394485147
22955	187	30	MN	5	70	0	F	30.294025561956875	-102.01725528418022
81120	518	23	NC	6	63	0	L	46.98408034568332	-86.35743263376246
34039	331	18	HI	14	55	1	E	35.49079092298088	-82.25498759791742
76952	044	15	OR	8	64	0	K	42.667777132317504	-89.64128079504901
69791	105	57	WY	13	3	0	I	41.4056740185533	-92.97704872274505
71908	523	17	WV	7	48	0	A	37.72582676453449	-115.42265363663395
61436	496	42	ID	15	9	1	L	34.25751281932105	-97.87943336366513
81281	128	21	AL	1	61	0	L	43.91139862285546	-109.4499867443433
93251	266	27	OH	2	64	1	J	46.69052964292528	-121.5305690679764
44488	110	08	VA	4	15	1	J	32.28462186611632	-112.53121978613926
57469	051	04	NV	5	42	0	B	42.464858516167915	-123.71300153605951
26700	458	01	RI	5	27	1	M	41.7067815622234	-121.92268795091685
44082	554	24	NC	13	33	0	H	29.347984953905346	-102.9568771412305
41745	306	29	KS	1	58	0	F	46.475663406859255	-101.08098388172948
78326	422	07	VT	14	67	0	B	40.817066950983566	-111.98235550594303
94571	201	35	IL	14	13	1	B	40.14764417594112	-123.56690847264069
87450	116	40	GA	11	7	0	D	48.669067561060714	-112.6108256126396
35512	470	40	IL	3	12	0	L	44.485474075174274	-74.09677857282156
21367	208	05	NE	4	29	0	M	37.40156322554619	-96.95241357907406
65478	094	58	NC	7	1	1	F	39.595223882033174	-76.12771967092164
56224	223	34	IN	15	26	0	E	38.65573685562055	-78.20163962284624
66662	247	35	WY	4	17	0	M	34.61316884750188	-113.0170919298567
99778	042	47	MO	4	6	1	H	40.633576664818925	-93.20051757642337
88042	242	06	CO	1	43	0	B	30.373142408425927	-103.89689716160396
24765	547	35	MO	2	58	1	L	40.103192007515815	-87.83204297970786
12222	369	28	MD	2	33	0	J	30.63642291219181	-91.74429582678212
36312	216	02	OH	15	44	1	L	36.44791860372908	-98.9658979229536
65058	329	50	MI	14	46	0	K	37.80969763513255	-105.665386337787
32516	387	57	VA	12	21	1	K	34.83528993583084	-117.32357192512717
58438	487	02	NM	5	68	1	B	46.35765343543413	-87.76417996518958
24974	422	42	UT	6	42	0	G	40.18868840430329	-122.71523872628586
80050	229	36	ID	0	49	1	K	46.3482797163764	-99.14249156467784
54840	266	52	ID	7	13	1	K	37.556128981684196	-111.62483033336379
85048	386	51	AL	13	53	0	J	45.2003408510775	-113.47395185573133
45365	478	43	NY	8	16	1	C	33.47441736680264	-105.26408392616038
32451	180	05	PA	6	17	0	K	38.06249509575729	-107.79496060708186
79652	576	09	WV	5	0	0	G	46.107896041565354	-92.60429761185812
94257	306	35	VA	11	58	0	J	44.48991497437197	-119.01385120361466
22499	424	41	ME	7	62	0	K	48.23054657490488	-105.91008190063256
26714	140	31	CO	11	37	0	B	38.34033525847302	-105.64662126034285
82078	427	33	NE	8	68	1	L	39.44201778789845	-84.49173192911485
82996	024	02	IL	12	54	1	G	46.97152004269303	-97.6000816524082
40831	248	14	AR	0	22	0	F	35.854243770994344	-99.42590758862632
48357	436	47	MD	3	64	1	C	47.39360557977322	-108.46604492959705
49471	294	11	WY	15	48	0	F	30.528685799055634	-99.35675785190452
51417	183	54	AR	11	67	0	E	41.46366194724281	-119.3749925961899
35254	436	01	OH	3	3	1	M	34.92089179338561	-84.53392492687303
97370	248	36	OR	11	58	0	F	40.50161298944388	-120.60754070839977
39042	216	00	OR	10	46	1	C	34.28516807284597	-84.98212078676457
93383	304	31	NJ	7	4	0	F	45.870231372229	-100.53811287443338
11578	279	11	AR	9	52	0	E	45.811416210301985	-120.44084742742777
32518	400	33	MO	1	8	1	J	28.841663995624494	-97.90710874499975
76432	177	37	CA	5	60	1	I	46.96365633303104	-104.91581840890927
26732	491	39	MI	13	55	1	M	33.1694672255275	-106.95922477609327
97043	179	32	MI	11	48	1	L	39.504726967367525	-87.85101666316899
79115	090	22	LA	5	46	1	C	45.50008007224352	-92.35352656995562
94085	382	30	CO	1	25	0	L	41.54751564142987	-91.1634833137717
24386	006	22	NJ	12	7	1	D	33.523351945918385	-95.99716205694152
95416	303	10	MA	1	59	0	M	46.79531161136943	-107.70461771444887
60181	596	30	WA	11	55	0	M	43.92481255463275	-113.91591054865106
