ZIP	census_county_2010	census_state_2010	STATE	ChildrenHHCount	length_of_residence	children_ind	head_hh_age_code	GE_LATITUDE_2010	GE_LONGITUDE_2010
15718	471	26	NY	5	34	1	I	35.13978108890287	-99.05617665510255
84389	494	28	WV	9	43	1	A	43.69782143904748	-74.2636744765517
65366	552	00	KY	12	43	0	B	38.84450792904915	-108.60434934894951
62407	416	09	NJ	14	46	0	M	38.1958488491527	-112.0491125429737
92550	024	14	MA	9	24	1	I	33.03317058803006	-82.55783091351559
84646	250	36	AL	0	27	1	L	36.72800043544177	-108.79089218052104
28040	516	54	MS	2	46	0	I	43.21357881747861	-118.14722064094633
13042	157	08	OK	13	19	0	E	37.91570587465334	-113.48499985919007
48697	209	28	OR	11	50	1	K	45.00108096513489	-90.29444311261493
94743	578	07	MD	9	9	1	A	40.18594250777129	-121.8505887614541
25047	282	11	MA	7	54	1	B	35.69253160792768	-105.73325371938259
42376	532	19	ME	13	33	1	B	44.6944499696064	-74.8218168064625
40320	052	45	ND	11	69	0	D	47.95846770244941	-102.73068345118641
16877	126	11	NV	6	59	0	A	32.773560052863644	-81.71135304138949
28682	439	24	TN	9	69	0	J	39.395936859037974	-117.87282258242871
79322	229	14	NJ	7	17	0	I	37.51167216551907	-114.55316036351657
61352	594	28	WI	9	20	1	H	46.618119565043614	-113.67575516315874
43179	266	37	WV	2	68	1	G	39.253297566269026	-77.73500670115665
16806	008	05	HI	2	9	0	G	29.93106058100197	-93.90833176679328
46738	516	51	HI	7	13	1	G	39.362001935925	-92.61333036149466
92905	515	20	ME	0	2	0	D	46.39171109808643	-91.4382239965378
97856	232	52	MO	7	61	1	I	40.13320831290749	-106.39796590363042
86002	030	12	IA	2	47	1	J	36.2557599493188	-93.90879178023276
54468	321	56	NE	6	7	0	K	31.421589418785885	-88.24219164689757
17040	503	12	NE	15	42	1	B	41.92180701914202	-92.02468533378746
67899	377	13	IN	12	6	1	K	35.90922232250625	-83.27914378463353
66843	236	56	LA	2	6	1	H	45.49825633888679	-92.00854339896094
44580	389	15	VT	10	25	0	D	36.6496337006332	-81.19778329900294
77829	002	39	CA	2	44	0	L	39.40659016427199	-76.94748488756593
65411	062	42	WA	7	1	1	H	48.49498115806249	-110.62259981155428
14534	501	33	UT	1	32	1	A	42.128655295695836	-118.5366027066031
52414	137	24	WI	5	26	1	K	43.837200828218	-99.45350847258196
84807	126	54	KY	2	50	1	D	47.20474234852374	-99.03716187586335
43786	173	14	IA	0	56	1	J	34.95971688893316	-94.14494489565662
88229	346	22	AK	13	21	0	C	30.003157049138117	-103.82181051627961
62967	002	38	VA	14	38	1	H	34.089299198781546	-81.3933131374279
59040	259	52	SD	4	53	0	E	40.28871213043429	-119.04632098587102
34630	596	31	SD	1	30	0	B	34.28197639391854	-111.16282247197256
72611	519	44	TN	14	63	0	G	33.41610230286531	-88.06202367770646
88967	569	02	NE	10	66	0	H	39.648522662555074	-99.6145213274045
99953	084	56	WA	8	70	0	H	43.31445103576573	-116.92416193975879
65179	326	43	RI	12	50	1	K	41.544037747031126	-83.64385513159311
47605	144	17	FL	7	66	0	J	46.23913756936315	-119.6444495877509
52168	404	25	ID	8	54	1	G	48.06636415981841	-102.7154161407196
65108	023	05	UT	7	43	0	B	44.58494301872102	-110.89971283096608
76737	374	24	ID	11	64	0	L	37.87519307405532	-106.93678336017902
65692	154	48	NH	8	8	0	B	44.214143944207294	-114.91973619681141
12903	182	24	NH	15	9	1	K	48.03897407698101	-95.80651053022933
40854	509	35	NC	8	6	0	E	39.838103573071834	-106.34354540107788
56062	026	32	LA	15	25	0	M	45.94194233986725	-68.69291207365353
97395	569	39	WV	7	66	1	M	43.13953850185115	-74.99219347299947
23151	382	07	SD	2	45	1	J	44.1481147667116	-115.07858927171776
80958	400	42	MD	10	19	0	A	43.32148611527307	-75.79039159624347
77253	342	54	GA	0	60	1	A	36.946952184949005	-115.93490065263751
93401	108	27	AR	3	69	1	D	40.66964322482213	-99.1746111002091
73163	013	17	CT	6	13	0	D	39.98002190396424	-115.6460188887961
25004	144	36	SD	7	12	0	D	43.82475397743959	-101.02626225188054
59114	170	44	TX	8	53	1	L	42.78113701934583	-84.96873362583668
98989	081	32	MS	1	42	0	I	43.392306581618556	-73.37566472593309
11403	109	25	MN	7	58	1	I	39.69110223721884	-114.83003327556679
92090	412	07	SC	15	31	1	F	35.69831363431358	-80.64140711743978
66725	359	12	AR	3	35	0	I	35.69661122408143	-93.31019812937993
96478	588	14	NY	9	31	0	I	47.039868783485204	-118.67587292596957
45567	009	14	LA	9	18	1	F	34.60448758174692	-119.92527418756946
50536	382	22	ME	2	68	0	H	48.312703974320165	-119.312840386654
96294	193	24	MI	12	14	0	G	40.7745046487268	-88.71291670952029
63834	067	57	VT	7	10	1	A	38.473325609357005	-122.38132477239063
86583	155	02	AZ	8	33	0	I	30.625493140733653	-82.81373968457368
44658	015	21	ME	12	42	0	J	43.1014985587046	-103.26689993822279
52986	326	30	WY	13	34	0	E	33.01601960060539	-112.86382323078706
75059	029	27	VA	8	64	1	A	38.938199438414884	-118.74671825680399
65349	417	18	CT	8	55	0	K	44.948001253730226	-88.63455354861323
37882	110	10	AR	12	39	1	L	40.772874591874526	-100.77522397651566
65290	285	55	AR	13	6	1	H	33.5140671618374	-111.54645309346999
18152	094	56	WA	13	28	1	K	43.56735349017876	-115.85059822130127
71405	127	57	NE	5	6	1	E	35.40505346991176	-110.90330625390037
77456	560	44	AR	9	18	0	B	43.67187317353232	-95.40361050190882
13460	598	21	IL	5	4	0	E	47.224097939666834	-109.99124123775275
73697	337	51	VA	14	38	1	F	44.7178897257037	-72.42148706221803
53103	109	54	KS	7	40	1	G	35.53562836710304	-85.36924019377521
27994	319	43	MS	14	49	1	D	40.46400170243937	-111.67695692726863
42585	561	27	NJ	12	17	1	G	38.50051457399299	-110.43175964034086
86468	261	54	TN	15	38	0	E	42.43887761984743	-110.38635619015838
61044	088	37	MT	11	24	1	C	42.41797537911286	-83.41712410862735
76592	275	13	IL	12	24	1	K	39.234732773394676	-101.23891188194071
67183	434	27	LA	4	34	0	E	38.57763663637736	-118.16938442098449
87111	457	37	MO	1	32	1	K	35.32505136392969	-118.19169985588071
35606	031	36	MA	2	53	0	I	38.0402099042837	-84.12191449029396
97881	030	43	MO	4	13	0	C	38.628746353756526	-94.14695866793676
36854	175	34	IN	7	44	1	C	41.76757730695252	-93.16311346219535
28529	197	32	WI	5	63	1	K	31.878815534440577	-84.43769635150734
64339	118	18	OK	11	48	1	G	38.88318146825333	-123.49173534700779
49877	150	46	CO	13	2	0	B	45.99083270482741	-111.16039624315853
68615	161	24	NH	15	56	0	I	36.483691538197576	-104.82158452691232
97285	586	02	FL	1	36	0	A	30.56953414221402	-104.4313057127233
94611	537	11	MS	15	0	0	A	34.876803332491065	-100.81720559034986
54820	256	25	WI	14	62	1	D	31.369379827710333	-87.77202055711967
94986	067	54	MD	9	41	0	F	41.77022441937654	-77.11781837881554
15348	534	23	SD	7	66	0	C	34.13574733631648	-101.9044644915111
85668	152	00	NC	5	21	1	G	45.551597194541856	-122.67925313670406
11727	000	01	MS	15	70	1	D	38.58478643799104	-121.44650954006357
65327	135	02	TN	13	38	1	I	37.49545640682823	-95.06070776784847
64588	401	41	TX	3	6	1	E	42.79287787952391	-105.4518094194398
89478	503	52	UT	1	19	1	H	31.81815471693878	-86.85838558535758
78979	397	06	CO	12	7	1	J	47.77714540452675	-113.95582078046291
23201	160	59	IL	5	57	1	C	44.00584762641852	-108.62042306306984
84669	079	06	KS	6	69	1	B	44.43320981152687	-104.44646810373237
43701	458	39	CA	9	1	0	F	43.01807135017579	-76.54820961081211
77350	080	26	IL	5	39	0	K	45.37933584869683	-93.67976402958118
33601	065	13	SD	7	33	0	C	34.44022442122451	-110.22062397206732
51462	122	07	NY	7	52	0	H	37.99653166389752	-119.45521944662052
93953	125	24	WY	8	63	0	D	43.59808725016508	-98.31516115175451
90441	103	23	HI	12	57	1	E	35.34694210571208	-109.22134113216259
49773	417	19	OH	14	35	1	G	44.0370094891242	-83.048120615974
38240	569	04	HI	2	57	0	K	46.768888383163045	-101.98181819089626
26316	164	44	WI	15	5	1	H	32.673160769617915	-97.2743553034479
90348	265	58	RI	6	19	1	L	41.43351004819672	-78.09285559068675
99576	026	00	AL	13	27	0	A	39.61515410347977	-102.81547356422806
13955	512	53	CT	5	68	0	J	39.65381893538302	-82.73834354077158
58828	321	45	DC	0	37	0	M	37.512867780185076	-119.53297525844741
88606	120	08	DC	11	67	1	I	37.786204819065524	-79.82496057075296
50366	225	40	WA	8	3	0	K	47.35285893634317	-114.1153354179225
86348	553	12	GA	12	50	1	D	42.85227262581455	-111.14398396781033
50910	097	00	NC	10	40	0	G	38.451994592755966	-75.22523017007975
71796	413	00	OK	7	44	1	B	36.671711454122125	-116.91069454544964
35803	449	28	NC	11	12	1	E	43.50958705859078	-100.4588118849335
30605	203	02	NV	13	4	1	M	35.6499746613752	-98.44536136825906
70157	191	40	CO	5	23	1	K	41.61495374688896	-73.72063553401492
70982	146	06	TX	15	19	0	K	34.81009572812939	-104.78109752000454
52505	416	02	NY	6	65	1	A	36.17276382525347	-77.41810562782803
43101	240	30	DE	10	25	0	B	42.06671216472876	-100.503570886201
57754	433	44	AK	2	39	0	G	44.32281606026973	-120.908100947328
83811	336	01	MN	10	44	0	M	40.608738942777265	-119.2475166127579
88924	507	39	ME	9	68	0	L	33.471220012930175	-111.97300706309119
37701	432	33	DE	13	30	0	B	35.62074926904853	-111.2789897170835
17226	588	30	OR	4	51	1	K	42.52948682525996	-103.03073538985639
51036	142	57	WY	8	38	1	A	40.086027035729515	-87.00204266151181
37092	396	13	NM	10	70	0	K	36.70147170752696	-96.65483761279191
92222	108	37	OR	15	67	0	B	39.83080811659254	-77.16394343049117
73824	584	30	IL	3	22	1	K	35.125238806104825	-82.77032643097598
25804	450	47	ME	7	38	1	M	38.396383389964	-93.5892861984204
71345	575	09	FL	0	9	1	M	42.85761932480476	-101.12485649617864
85928	382	27	CA	12	26	1	C	44.802794421205036	-103.52514324669681
23606	173	07	MS	13	41	0	L	38.996878676478325	-92.56826841796878
22797	304	36	IA	2	21	0	M	43.319580556728575	-89.14572764065528
43751	459	13	AK	5	57	1	A	45.36698095240831	-99.92155902307987
90469	315	49	CT	13	25	1	H	34.809257701353765	-106.10332988391436
29221	548	11	NE	10	21	1	B	35.962299710427786	-112.50902321801553
99772	460	35	IA	10	5	0	B	38.853598476364354	-120.15799020778861
57554	475	55	AL	15	0	1	G	40.7320427085614	-85.76597302488062
61157	113	15	GA	11	3	0	I	33.288664277551796	-102.14286517520789
45646	595	10	WA	7	56	0	D	32.10226499121421	-82.14717570654264
78447	210	01	SC	11	25	1	I	37.717007369048346	-89.35807152978958
52695	331	44	AZ	12	65	0	K	44.80445886519103	-108.45463608481765
55003	297	25	NM	12	68	1	L	43.81659247708291	-107.40290545719051
91444	500	43	IA	10	9	0	F	31.4765639190002	-100.32709541484405
93213	347	00	AK	2	15	1	J	46.33986830132969	-100.56921800984532
26714	155	02	MT	10	18	1	G	33.09056525783416	-84.7411187652634
53708	122	40	CT	8	20	0	I	46.52676770932176	-90.53637711086319
70577	399	10	SD	14	52	0	K	47.79483430349359	-90.15672398679285
13188	431	28	IN	0	50	1	H	46.307645289231104	-120.19665928049096
35353	183	35	ME	0	67	0	A	48.12267472688572	-120.98018456604379
37998	368	04	AL	7	49	0	F	40.90559484338583	-119.04103684026477
75717	332	06	IA	12	54	1	C	47.72054327560406	-120.84298363154396
83141	545	51	HI	13	20	1	B	26.249211869351406	-80.90702317183887
31673	573	43	MA	12	48	0	I	46.52222435408215	-122.46741534325024
34703	428	09	SD	7	47	0	C	43.385214668374886	-96.47163050358625
23619	403	30	KS	7	46	0	G	42.953106011449236	-90.87857029568616
41168	166	00	NY	0	59	0	J	42.08578521070011	-93.80929838577416
98948	210	16	CA	0	18	0	J	45.22000969335181	-93.5279138824384
79545	178	21	ID	0	62	0	J	40.36028908160762	-80.85091923325228
38277	183	46	KY	2	8	0	D	39.83363986273914	-96.78476991106203
18698	481	53	IN	8	69	1	E	36.32799399069402	-94.73242877952418
86150	292	21	KY	5	22	0	J	34.30165456827437	-91.24589444584427
62743	507	32	NE	8	54	1	E	40.384428182523195	-112.60129201551564
21610	042	02	AZ	3	31	0	M	26.929038338298525	-98.07589303084963
14519	134	01	CO	5	14	1	L	46.561436055445824	-69.65678830547091
68201	504	23	FL	11	64	1	E	35.958715031755744	-80.38481404144194
40757	401	08	MI	8	27	0	D	41.85660970123348	-77.11221802344926
27309	246	25	KY	11	64	0	D	38.8438678264805	-78.69552550857733
80887	598	34	OH	2	27	0	J	41.52859572870269	-82.78095326207469
10478	247	04	NC	4	14	1	A	36.03313863467765	-89.48239886769412
53287	225	44	VT	12	48	1	E	38.942701766726415	-91.57918797855939
78850	084	06	MD	15	49	0	F	40.94387694614437	-98.81217543164634
75381	271	33	OR	13	25	0	C	40.75924026296793	-115.61291208578906
73233	460	38	UT	4	64	0	D	41.83903769584331	-88.58480959524314
73836	427	30	WV	2	57	1	E	44.17019964408287	-89.43236114389231
49273	101	38	MI	1	6	1	I	43.43841932146251	-107.53857479020212
95537	092	28	IA	14	26	1	G	41.86788712490643	-105.29619711858044
33233	221	40	MN	8	53	0	C	46.669995123474905	-95.6174723701356
75694	338	09	ID	8	38	0	G	47.07969387939208	-122.05633516257144
32652	496	04	AK	5	61	0	L	38.948965297777384	-85.54449026248359
50715	423	21	SD	11	18	0	C	46.391178005319574	-97.81243112427745
38842	332	01	OK	7	21	1	M	41.550493262602146	-77.1821639153275
45431	268	19	WY	1	39	0	K	42.32979753216286	-123.71730882278585
98902	597	22	AZ	4	17	1	H	34.89954880318308	-82.30255044704673
56900	515	18	RI	10	49	1	E	37.40668348796201	-88.60999632428468
47942	127	18	NY	3	69	0	J	47.79212761139831	-92.75798690012894
33072	186	14	SD	7	63	0	M	36.07476530248294	-100.62639079005677
12615	441	02	NY	3	38	0	F	33.93084980387701	-103.93450400513476
18756	494	21	ME	14	41	0	D	34.60377543166837	-99.7808494258525
63347	036	42	NH	1	12	0	C	46.45064848307679	-69.36507575118664
41731	448	27	IL	14	44	1	J	40.570980867762174	-75.29565196843484
74420	481	40	MN	6	34	1	F	42.36645378771963	-96.79721451496398
22329	316	52	ID	9	1	0	I	47.31749575008429	-119.41010556837432
73737	438	33	NE	7	26	0	H	44.520637612969324	-68.024286928176
58689	563	19	MA	9	25	0	A	40.06813211150315	-121.7447329037754
75462	405	50	MS	3	9	0	I	36.562816705413894	-106.89449950523591
22078	364	32	NV	9	7	0	D	36.58127055640207	-76.98659731237495
38326	282	22	DE	12	1	1	I	38.34721994860354	-80.65208639785106
17440	596	45	TN	15	50	0	J	40.5954351244139	-105.279485780534
95607	251	10	OR	12	21	1	M	40.5579556528736	-80.45396476851792
50888	320	37	NV	10	63	0	E	40.6546741443733	-111.40094851184281
78824	240	20	AK	7	51	1	E	32.9930012065767	-113.00966144193038
30817	568	55	MS	0	25	1	H	38.643968400506466	-120.38649743129858
20449	380	20	RI	12	13	0	H	37.94102806514604	-85.57111257697233
91295	425	34	OR	14	13	1	K	32.35006108629022	-112.96473690010082
28203	407	18	IA	12	52	0	D	41.542147833592054	-84.5732854924393
93569	582	21	IL	8	58	0	E	48.988702859873705	-110.82207814133153
11916	015	12	SC	15	12	0	M	44.49415731300593	-108.2991854115748
20767	425	22	AL	2	68	1	A	34.2375566340959	-82.70377428158011
53537	354	35	AZ	3	70	1	A	42.22148613208705	-110.3248658207093
55460	560	31	WI	11	38	1	J	38.58134303391856	-82.13633240668008
83896	240	54	WI	10	19	1	C	39.75445828109025	-114.74231466390167
63105	521	26	MI	2	38	0	I	35.19302718200784	-100.9876284503764
76736	395	27	NM	0	47	1	M	35.874331938190245	-88.64131191951549
43858	007	53	CO	8	19	1	E	39.16784417060227	-83.53165317197337
69739	153	45	NH	3	6	1	E	43.91382652089425	-118.78513033404505
71650	268	37	MT	1	55	1	H	47.17265128386801	-104.10624751623946
26544	155	12	SD	0	56	1	D	31.043093913653955	-86.06010699109981
11393	379	19	CO	10	25	1	K	45.87656166175071	-95.92713575889972
46065	306	24	CO	6	39	1	C	46.814484292601534	-115.10335908116771
69817	495	17	RI	15	36	0	A	40.068920528684686	-102.90964383825089
77372	284	27	SD	13	8	0	G	43.75936555301343	-83.51863635235907
58452	335	31	OH	4	17	1	E	44.01308850331088	-89.50101613135199
91252	567	24	FL	8	5	0	I	46.07601542152419	-120.33460068708716
61274	134	50	RI	5	58	1	D	36.93950037025379	-113.18921803915086
85637	402	43	NH	15	50	1	K	32.650700767210616	-101.28365693812623
96887	117	56	MT	5	27	0	A	48.101960477944615	-115.99721524637204
99002	301	24	AK	11	12	1	L	30.56053041998323	-89.0526463474428
32912	365	26	ND	0	69	0	G	36.7820368041782	-103.27362935092752
77513	445	52	WA	15	56	0	D	35.22657092143301	-118.52316548442191
98929	467	36	FL	4	67	1	E	33.79844356830233	-94.06373920145381
66993	395	46	RI	15	16	0	M	44.43884319880823	-98.665837087791
95036	351	33	IL	3	16	1	I	46.25297150182625	-117.7008010768036
61894	436	03	DC	11	21	0	L	38.77172477027895	-87.23979961420179
77089	420	22	VT	4	20	0	B	38.65018891410655	-102.90506800496934
37020	368	10	WI	2	69	1	L	48.25117996019438	-111.39561234497901
65478	317	17	AR	3	14	0	C	35.601849159348866	-117.93290141266642
24156	589	21	AK	15	56	1	D	39.35130253845803	-87.2345664479102
79954	174	19	FL	5	29	1	G	42.851424999421596	-118.07760838414568
95005	223	28	WY	11	70	0	C	45.92026954571547	-108.29594807347212
60307	048	25	PA	3	68	0	B	41.485832441986204	-84.87654934453465
59368	347	05	WI	4	65	1	F	35.67408659607639	-96.78018570935157
24146	109	05	MD	13	9	1	G	38.43722614468047	-99.09293843467233
50326	524	17	NM	8	50	0	I	29.104650335116098	-81.45977240838847
80402	434	19	PA	9	2	0	G	47.794903265402496	-117.50542506157403
51059	527	16	MD	1	31	1	F	38.73662075345679	-88.55190102602184
73568	108	33	MS	3	45	0	F	30.90540991036464	-98.34441399815213
31686	439	09	MD	10	63	1	B	34.943158799864584	-114.02718919854509
43194	371	51	IA	2	59	1	F	45.05881146152219	-89.14080890906662
39428	129	01	KS	12	15	0	I	33.35310606673009	-110.62059681069694
94871	432	28	OK	6	29	1	A	46.80546577765372	-105.82327188811098
86369	573	53	TN	12	46	1	I	37.53408929103094	-108.91205317793077
49526	295	35	NH	15	14	0	C	40.545357169033046	-74.57219481626953
56635	239	22	LA	14	18	1	D	33.80146488561748	-97.27522402341957
43868	430	56	WV	8	55	1	B	43.44316751490189	-86.00151634148483
45979	116	59	UT	6	37	0	I	33.539633536566896	-88.85443515038284
56147	190	46	GA	15	14	0	G	29.002299898525024	-99.07011751096697
35771	048	11	FL	13	7	0	H	36.29006300118659	-93.4702291290892
12220	475	28	FL	13	2	0	K	31.52330118223537	-90.93782664400727
58651	287	10	NE	5	24	0	J	42.32163483353118	-76.28858672331882
38287	003	55	CA	0	38	0	D	45.597082990110295	-89.30325670009891
14572	223	42	UT	3	30	1	K	35.62675029276835	-89.91060467894988
93387	024	24	NC	8	29	1	C	33.9151807522713	-115.658966348895
19973	303	47	MO	6	46	1	H	32.237403904603894	-89.61796090792393
22358	490	38	OK	8	62	1	E	41.48254649936243	-85.66918819659878
61674	084	58	DE	4	55	1	M	37.30688672993139	-83.6293583135918
50094	432	39	WI	6	28	1	F	33.96695922756206	-109.71421031503782
98687	427	09	AL	1	52	1	D	41.88641229614227	-98.67912364960473
23912	256	08	KY	12	6	1	L	48.860798854252515	-100.5975507878601
65989	467	29	MI	13	70	1	I	33.52663365082387	-93.57999150946033
45258	020	55	WY	5	70	1	G	43.052449702618176	-84.64211303834986
72684	010	02	WV	2	38	0	J	41.483992265869574	-88.8999447091541
26380	116	38	PA	13	10	0	E	41.70087669993798	-101.02776994076487
64254	520	52	TN	7	15	1	M	26.994660811649798	-98.32756368328198
77530	371	07	DC	5	8	0	C	41.85067435308684	-70.85353278500327
41392	576	24	CA	8	9	0	M	31.4705969784214	-105.63884378153693
78013	369	16	MI	5	33	1	E	42.881519374227985	-91.76308240204915
37098	451	26	RI	11	43	0	M	34.12158411327669	-114.73304396330091
38946	294	09	NJ	13	56	1	A	38.97968368010095	-98.69416375753701
91098	523	56	ND	6	7	0	A	36.01032054722082	-84.43833164671695
33248	035	07	TX	15	56	1	M	44.085870616528396	-97.81662120426402
98258	418	11	HI	1	8	1	K	38.084498509305746	-112.4735305191282
86926	486	46	IA	7	14	1	M	32.512062783614724	-105.43343716452694
46832	186	14	MN	9	61	0	J	36.53223140735646	-84.10626908189718
87980	374	34	MA	15	66	0	M	35.78256012318605	-87.48433681747747
33175	518	34	FL	8	15	0	J	44.424033137383596	-106.74825679396793
25845	312	34	NH	15	15	1	G	32.355002878798715	-107.48762227660283
12532	043	52	NC	13	19	0	C	46.42542127224701	-101.77672490684786
30396	386	03	FL	12	36	0	L	43.33527717432803	-105.48768473041713
41729	596	47	ME	4	47	0	E	37.049989771803794	-117.22694282890562
95456	433	19	NE	8	43	0	G	43.658200245649084	-73.58582628832849
50466	429	26	WI	3	7	1	J	34.88192055525569	-99.4002320708716
